query_time,source_host,sql_text,target_host,user_name,database_name_str,table_name_str,exec_time,query_type_name
2015-01-17 07:50:05,32.88.92.131:21843,'truncate table db7.table7;',8.144.90.217:45044,Helen,db7,table7,548,truncate
2018-07-22 07:02:20,186.252.33.232:45044,'drop table db4.table9;',186.252.33.232:59405,Eva,db4,table9,559,drop
2015-05-21 10:53:08,214.194.209.2:45044,'truncate table db2.table6;',214.194.209.2:21843,Ivan,db2,table6,23,truncate
2015-07-28 18:04:48,135.232.35.14:59405,'insert into db7.table3 values (1, 2, 3);',176.104.249.146:54320,Helen,db7,table3,590,insert
2011-07-26 08:03:11,8.144.90.217:45044,'delete from db3.table1 where a=1;',148.59.224.173:28681,David,db3,table1,23,delete
2013-11-03 07:07:53,32.88.92.131:55846,'truncate table db9.table4;',148.59.224.173:25080,Jack,db9,table4,223,truncate
2011-07-26 08:03:11,62.195.66.243:25080,'delete from db8.table5 where a=1;',148.59.224.173:28681,Gavin,db8,table5,590,delete
2015-05-21 10:53:08,228.1.201.7:52714,'truncate table db6.table7;',228.1.201.7:11609,Frank,db6,table7,223,truncate
2015-07-28 18:04:48,186.252.33.232:11609,'truncate table db10.table7;',176.104.249.146:59405,Ivan,db10,table7,748,truncate
2018-03-22 15:48:10,68.45.143.117:36676,'update db7.table2 set a=1 where b=2;',243.54.120.43:10737,David,db7,table2,667,update
2016-01-25 22:38:47,40.177.229.141:52752,'select * from db1.table2;',234.27.126.123:15620,Cindy,db1,table2,89,select
2010-10-08 17:57:31,75.205.10.211:52752,'drop table db4.table9;',75.205.10.211:12560,Ivan,db4,table9,667,drop
2014-10-09 08:30:02,210.2.90.31:36676,'use db9;',243.59.201.110:36378,Frank,None,None,365,system_command
2012-09-09 19:55:47,101.246.60.68:27746,'use db6;',210.2.90.31:27746,Frank,None,None,365,system_command
2012-11-11 10:51:06,159.153.113.224:52752,'drop table db6.table10;',68.45.143.117:31155,Gavin,db6,table10,166,drop
2014-10-09 08:30:02,234.27.126.123:16582,'use db10;',68.45.143.117:52752,Frank,None,None,704,system_command
2016-01-25 22:38:47,101.246.60.68:12560,'insert into db2.table2 values (1, 2, 3);',68.45.143.117:15620,Cindy,db2,table2,704,insert
2014-10-09 08:30:02,159.153.113.224:10737,'select * from db10.table9;',40.177.229.141:12560,Alex,db10,table9,365,select
2014-10-09 08:30:02,68.45.143.117:36676,'drop table db4.table5;',75.205.10.211:52752,Eva,db4,table5,667,drop
2014-12-02 09:25:51,229.105.192.181:59214,'insert into db1.table2 values (1, 2, 3);',14.90.236.233:14832,Jack,db1,table2,486,insert
2014-12-02 09:25:51,227.199.193.236:12775,'insert into db1.table10 values (1, 2, 3);',49.152.26.182:20825,Cindy,db1,table10,893,insert
2010-01-07 21:09:53,235.4.97.84:20825,'truncate table db1.table6;',205.17.49.232:27423,Gavin,db1,table6,994,truncate
2010-08-03 13:46:31,229.105.192.181:55831,'insert into db3.table9 values (1, 2, 3);',49.152.26.182:12775,Bob,db3,table9,666,insert
2015-07-11 06:31:50,227.199.193.236:27423,'drop table db1.table1;',78.149.42.223:55831,Alex,db1,table1,610,drop
2013-08-03 15:42:58,49.78.197.28:59214,'update db1.table2 set a=1 where b=2;',49.78.197.28:8800,Jack,db1,table2,994,update
2014-12-02 09:25:51,5.39.66.205:8800,'drop table db2.table2;',49.152.26.182:42395,Gavin,db2,table2,780,drop
2013-08-03 15:42:58,17.154.184.103:14832,'delete from db5.table10 where a=1;',229.105.192.181:20825,Eva,db5,table10,994,delete
2011-05-21 16:07:48,229.105.192.181:59214,'update db5.table1 set a=1 where b=2;',78.149.42.223:12775,Jack,db5,table1,866,update
2011-05-21 16:07:48,235.4.97.84:20825,'insert into db2.table6 values (1, 2, 3);',205.17.49.232:28364,Jack,db2,table6,83,insert
2013-12-21 04:37:41,49.97.200.253:49306,'update db8.table7 set a=1 where b=2;',88.187.59.198:62502,Ivan,db8,table7,27,update
2019-04-26 08:55:49,229.9.27.79:2432,'update db9.table6 set a=1 where b=2;',48.59.51.111:3976,Alex,db9,table6,958,update
2018-06-23 13:32:32,229.9.27.79:49306,'select * from db10.table6;',48.59.51.111:51508,Bob,db10,table6,661,select
2013-04-22 10:55:12,48.59.51.111:2432,'drop table db7.table6;',31.3.135.55:21169,Ivan,db7,table6,661,drop
2013-04-22 10:55:12,48.59.51.111:2432,'drop table db2.table3;',229.9.27.79:18542,Alex,db2,table3,476,drop
2018-06-23 13:32:32,47.96.227.247:18542,'select * from db1.table1;',31.3.135.55:32196,Frank,db1,table1,487,select
2012-04-05 21:27:13,59.167.46.154:3976,'select * from db2.table9;',48.59.51.111:18542,Frank,db2,table9,812,select
2013-06-09 04:25:32,59.167.46.154:2432,'select * from db3.table4;',47.96.227.247:44152,Frank,db3,table4,487,select
2018-06-23 13:32:32,48.59.51.111:1964,'select * from db5.table7;',59.167.46.154:62502,Jack,db5,table7,487,select
2013-12-21 04:37:41,31.3.135.55:1964,'truncate table db10.table9;',47.96.227.247:2432,Bob,db10,table9,476,truncate
2014-03-14 16:46:58,72.220.142.249:11402,'update db8.table4 set a=1 where b=2;',133.126.24.33:13183,Alex,db8,table4,110,update
2015-01-11 07:44:01,238.156.62.22:6162,'insert into db10.table4 values (1, 2, 3);',134.167.73.99:55186,Bob,db10,table4,746,insert
2016-10-05 03:49:58,72.220.142.249:51667,'update db1.table8 set a=1 where b=2;',104.206.172.78:51667,David,db1,table8,110,update
2020-12-16 12:27:31,235.116.110.49:3511,'delete from db2.table2 where a=1;',52.192.191.19:41651,Ivan,db2,table2,504,delete
2011-04-26 08:50:23,134.167.73.99:27000,'update db6.table4 set a=1 where b=2;',133.126.24.33:25455,David,db6,table4,504,update
2016-10-05 03:49:58,76.80.66.45:55186,'update db1.table1 set a=1 where b=2;',76.80.66.45:44443,Frank,db1,table1,58,update
2012-07-20 11:39:24,58.148.198.128:13183,'delete from db8.table5 where a=1;',134.167.73.99:13183,Ivan,db8,table5,733,delete
2014-03-14 16:46:58,72.220.142.249:11402,'insert into db2.table5 values (1, 2, 3);',235.116.110.49:51667,Eva,db2,table5,184,insert
2015-01-11 07:44:01,133.126.24.33:13183,'delete from db6.table3 where a=1;',21.126.90.149:3511,Ivan,db6,table3,733,delete
2020-12-16 12:27:31,104.206.172.78:6162,'select * from db2.table7;',21.126.90.149:44443,Jack,db2,table7,746,select
2016-08-13 18:07:20,134.172.79.32:995,'select * from db4.table6;',30.93.27.187:1997,Ivan,db4,table6,31,select
2016-12-09 07:02:10,133.5.114.153:39429,'use db1;',224.66.225.144:60671,Eva,None,None,970,system_command
2016-08-13 18:07:20,134.172.79.32:53061,'select * from db10.table2;',194.8.122.197:1997,Eva,db10,table2,181,select
2015-04-08 00:16:56,30.93.27.187:22948,'delete from db2.table3 where a=1;',36.26.78.33:42988,Helen,db2,table3,31,delete
2016-12-09 07:02:10,224.66.225.144:1997,'truncate table db3.table6;',208.143.39.11:16445,Frank,db3,table6,219,truncate
2013-02-21 07:06:32,240.59.145.175:53061,'insert into db9.table5 values (1, 2, 3);',224.66.225.144:65406,Cindy,db9,table5,31,insert
2016-08-13 18:07:20,208.143.39.11:57593,'truncate table db6.table7;',134.172.79.32:65406,Gavin,db6,table7,181,truncate
2016-12-09 07:02:10,194.8.122.197:16445,'truncate table db10.table8;',36.26.78.33:65406,Gavin,db10,table8,181,truncate
2013-09-03 23:01:57,194.8.122.197:16445,'select * from db2.table10;',240.59.145.175:60671,Cindy,db2,table10,219,select
2013-02-21 07:06:32,36.26.78.33:57593,'select * from db1.table4;',27.30.122.93:53061,Bob,db1,table4,713,select
2015-09-18 19:43:25,144.240.112.122:22371,'insert into db9.table6 values (1, 2, 3);',174.21.244.29:38623,Bob,db9,table6,130,insert
2015-05-09 08:18:05,25.155.215.20:7794,'delete from db9.table9 where a=1;',237.48.79.205:47624,Cindy,db9,table9,618,delete
2013-12-04 18:40:37,25.155.215.20:38623,'delete from db7.table3 where a=1;',120.143.9.74:48527,David,db7,table3,744,delete
2012-12-21 23:30:24,12.245.23.19:47624,'insert into db7.table10 values (1, 2, 3);',174.21.244.29:54705,Gavin,db7,table10,294,insert
2013-07-23 09:30:23,39.194.107.254:47624,'delete from db4.table4 where a=1;',144.240.112.122:47624,Eva,db4,table4,632,delete
2020-06-07 07:37:57,120.143.9.74:45009,'drop table db10.table9;',237.48.79.205:38623,Helen,db10,table9,812,drop
2017-05-04 02:48:53,25.155.215.20:47624,'delete from db2.table10 where a=1;',120.143.9.74:38623,David,db2,table10,502,delete
2015-09-18 19:43:25,174.21.244.29:56522,'drop table db3.table6;',39.194.107.254:47624,Cindy,db3,table6,554,drop
2013-12-04 18:40:37,140.29.143.226:7794,'select * from db7.table5;',12.245.23.19:45009,Gavin,db7,table5,632,select
2012-12-21 23:30:24,144.240.112.122:22371,'insert into db6.table3 values (1, 2, 3);',140.29.143.226:19065,Bob,db6,table3,744,insert
2018-07-19 01:30:02,200.144.208.3:33080,'update db7.table6 set a=1 where b=2;',237.3.211.35:33080,Gavin,db7,table6,506,update
2018-07-19 01:30:02,94.76.75.231:23041,'update db7.table5 set a=1 where b=2;',237.3.211.35:33592,Jack,db7,table5,506,update
2020-06-18 07:44:44,200.144.208.3:64015,'delete from db8.table3 where a=1;',152.99.53.116:51749,Eva,db8,table3,533,delete
2020-06-18 07:44:44,94.76.75.231:47368,'update db7.table4 set a=1 where b=2;',94.76.75.231:16015,Frank,db7,table4,14,update
2010-04-05 02:50:49,1.57.246.202:58684,'delete from db1.table5 where a=1;',176.162.141.53:64015,Jack,db1,table5,197,delete
2018-07-19 01:30:02,237.3.211.35:33080,'drop table db10.table6;',1.57.246.202:33080,Ivan,db10,table6,225,drop
2016-03-04 23:25:31,176.162.141.53:33080,'delete from db2.table3 where a=1;',152.99.53.116:47368,Frank,db2,table3,955,delete
2010-03-27 19:46:51,218.99.92.56:33080,'delete from db2.table2 where a=1;',48.98.185.207:47368,Bob,db2,table2,955,delete
2018-07-19 01:30:02,83.235.32.171:47368,'truncate table db6.table5;',19.69.99.112:6202,Ivan,db6,table5,468,truncate
2010-04-05 02:50:49,1.57.246.202:64015,'truncate table db1.table9;',152.99.53.116:16015,Eva,db1,table9,14,truncate
2016-05-14 14:03:18,23.168.72.186:14995,'drop table db9.table1;',167.213.207.95:54943,Eva,db9,table1,878,drop
2012-02-03 06:31:55,64.195.164.149:20555,'delete from db2.table1 where a=1;',23.168.72.186:16849,Gavin,db2,table1,4,delete
2018-04-01 06:52:03,7.208.54.102:14034,'truncate table db4.table5;',158.255.241.138:20302,Helen,db4,table5,574,truncate
2016-05-14 14:03:18,45.12.124.64:20214,'delete from db4.table7 where a=1;',158.255.241.138:16849,David,db4,table7,295,delete
2012-04-09 00:49:09,163.15.142.171:51293,'delete from db2.table4 where a=1;',41.42.198.235:14034,Gavin,db2,table4,878,delete
2015-11-10 21:35:52,163.15.142.171:2088,'use db9;',45.12.124.64:37402,Cindy,None,None,104,system_command
2012-02-03 06:31:55,158.255.241.138:2088,'truncate table db2.table9;',23.168.72.186:16849,Eva,db2,table9,878,truncate
2015-01-05 14:46:59,158.255.241.138:20555,'truncate table db1.table4;',7.208.54.102:16849,Bob,db1,table4,354,truncate
2010-02-25 09:02:08,64.195.164.149:16849,'use db3;',163.15.142.171:51293,Gavin,None,None,414,system_command
2010-02-25 09:02:08,158.255.241.138:14995,'truncate table db4.table2;',41.42.198.235:2088,Helen,db4,table2,933,truncate
2017-12-15 09:29:11,253.69.153.47:25068,'truncate table db10.table7;',169.154.139.192:25068,Bob,db10,table7,928,truncate
2019-11-08 07:45:32,171.20.85.34:14304,'select * from db3.table9;',253.69.153.47:36169,Ivan,db3,table9,971,select
2019-11-08 07:45:32,123.210.220.98:9008,'drop table db4.table4;',43.104.97.56:25068,Frank,db4,table4,928,drop
2012-09-15 01:13:21,190.31.30.234:14304,'select * from db2.table7;',140.18.87.243:25068,Frank,db2,table7,987,select
2018-09-10 10:50:24,165.176.39.108:36079,'drop table db5.table3;',200.35.130.54:36079,Ivan,db5,table3,971,drop
2012-08-05 02:12:45,190.31.30.234:45759,'insert into db5.table2 values (1, 2, 3);',140.18.87.243:45759,Ivan,db5,table2,264,insert
2018-09-10 10:50:24,123.210.220.98:14304,'select * from db6.table3;',200.35.130.54:25068,Eva,db6,table3,238,select
2013-03-22 15:03:35,190.31.30.234:14304,'delete from db10.table5 where a=1;',140.18.87.243:36079,Ivan,db10,table5,295,delete
2019-11-08 07:45:32,253.69.153.47:45759,'select * from db3.table10;',200.35.130.54:45759,David,db3,table10,928,select
